"","FID","WNS_MAP_YR","WNS_STATUS","YR_SUSPECT","YR_CONFIRM","SAMPLEDATE","STATEPROV","COUNTYNAME","FIPS","COUNTRY","suspect1","suspect2","confirm1","confirm2","smooth","county","date","year","rownumber","GC","Title","lon","lat","Date","Type","User","Log","title","url","country","numfinds","numpage","wns.map.yr","r.suspect","yr.confirm"
"66",44,"2007-08","Confirmed"," ","2007-08"," ","Massachusetts","Franklin","25011","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Franklin-Massachusetts",2007-01-01,2007,45,"GCCA89","Monks cave or beehive cave??",42.50685,-72.40978,2007-04-29,"Type.found_it","P & N","<p>Found with crazyguy.  First one of the day.  Quick easy one.</p>","Monks cave or beehive cave??","https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave","United States",126,6,2007-01-01,NA,2007-01-01
"67",44,"2007-08","Confirmed"," ","2007-08"," ","Massachusetts","Franklin","25011","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Franklin-Massachusetts",2007-01-01,2007,45,"GCCA89","Monks cave or beehive cave??",42.50685,-72.40978,2007-04-29,"Type.found_it","Crazyguy","<p>Found it with P&amp;N and my two sons.  Quick easy roadside cache. First for the day.</p>","Monks cave or beehive cave??","https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave","United States",126,6,2007-01-01,NA,2007-01-01
"68",44,"2007-08","Confirmed"," ","2007-08"," ","Massachusetts","Franklin","25011","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Franklin-Massachusetts",2007-01-01,2007,45,"GCCA89","Monks cave or beehive cave??",42.50685,-72.40978,2007-04-29,"Type.found_it","HazMatKat1976","<p>easy cache for the day for Cooter and Sally Dogg- <br />
coords were right on<br />
cave was cool - <br />
dense canopy of hemlock may affect gps readings for future visitors especially after a rain event</p>
<p>No TB spotted here during this visit</p>
<p>best wishes<br />
TNLN SL</p>","Monks cave or beehive cave??","https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave","United States",126,6,2007-01-01,NA,2007-01-01
"69",44,"2007-08","Confirmed"," ","2007-08"," ","Massachusetts","Franklin","25011","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Franklin-Massachusetts",2007-01-01,2007,45,"GCCA89","Monks cave or beehive cave??",42.50685,-72.40978,2007-03-09,"Type.didnt_find_it","butchgreen1","<p>butchgreen1<br />
Too much snow cover to find,  would had to have shoveled out around many rocks to find the right one,  will try again later in spring,</p>","Monks cave or beehive cave??","https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave","United States",126,6,2007-01-01,NA,2007-01-01
"70",44,"2007-08","Confirmed"," ","2007-08"," ","Massachusetts","Franklin","25011","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Franklin-Massachusetts",2007-01-01,2007,45,"GCCA89","Monks cave or beehive cave??",42.50685,-72.40978,2007-01-21,"Type.found_it","parfriend","<p>Charmbla and I did some serious searching over on the other side of the road before we found this one.  I made the find, but charmbla had to dig it out of the ice.  Had never seen the Monk's Cave before -- pretty cool!!</p>","Monks cave or beehive cave??","https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave","United States",126,6,2007-01-01,NA,2007-01-01
"71",44,"2007-08","Confirmed"," ","2007-08"," ","Massachusetts","Franklin","25011","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Franklin-Massachusetts",2007-01-01,2007,45,"GCCA89","Monks cave or beehive cave??",42.50685,-72.40978,2007-01-21,"Type.found_it","charmbla","<p>Walked around quite a bit as the GPS could keep track of where it wanted us to go, North then south down the road and back.  Found it though.  Partially frozen in but a good jerk brought it to light.  Left the not so &quot;little hook II&quot; to continue it's journey.</p>","Monks cave or beehive cave??","https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave","United States",126,6,2007-01-01,NA,2007-01-01
"72",45,"2008-09","Suspect","2008-09"," "," ","Massachusetts","Middlesex","25017","United States",1.230768e+12,4070908800000,-27107481600000,-27107481600000,9,"Middlesex-Massachusetts",2008-01-01,2008,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-01-01,2008-01-01,NA
"73",46,"2015-16","Suspect","2015-16"," "," ","Iowa","Dubuque","19061","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Dubuque-Iowa",2015-01-01,2015,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"74",47,"2015-16","Confirmed"," ","2015-16"," ","Iowa","Webster","19187","United States",-27107481600000,-27107481600000,1451606400000,4070908800000,16,"Webster-Iowa",2015-01-01,2015,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,NA,2015-01-01
"75",48,"2015-16","Confirmed"," ","2015-16"," ","Illinois","Jo Daviess","17085","United States",-27107481600000,-27107481600000,1451606400000,4070908800000,16,"Jo Daviess-Illinois",2015-01-01,2015,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,NA,2015-01-01
"76",49,"2007-08","Confirmed"," ","2007-08"," ","New York","Columbia","36021","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Columbia-New York",2007-01-01,2007,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-01-01,NA,2007-01-01
"77",50,"2015-16","Confirmed","2011-12","2015-16"," ","Iowa","Jackson","19097","United States",1.325376e+12,1420070400000,1451606400000,4070908800000,16,"Jackson-Iowa",2015-01-01,2015,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2011-01-01,2015-01-01
"78",51,"2007-08","Confirmed"," ","2007-08"," ","Massachusetts","Hampden","25013","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Hampden-Massachusetts",2007-01-01,2007,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-01-01,NA,2007-01-01
"79",52,"2008-09","Suspect","2008-09"," "," ","Massachusetts","Norfolk","25021","United States",1.230768e+12,4070908800000,-27107481600000,-27107481600000,9,"Norfolk-Massachusetts",2008-01-01,2008,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-01-01,2008-01-01,NA
"80",53,"2007-08","Confirmed"," ","2007-08"," ","New York","Ulster","36111","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Ulster-New York",2007-01-01,2007,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-01-01,NA,2007-01-01
"81",54,"2012-13","Confirmed"," ","2012-13"," ","Massachusetts","Barnstable","25001","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Barnstable-Massachusetts",2012-01-01,2012,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"82",55,"2007-08","Confirmed"," ","2007-08"," ","Connecticut","Litchfield","09005","United States",-27107481600000,-27107481600000,1199145600000,4070908800000,8,"Litchfield-Connecticut",2007-01-01,2007,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-01-01,NA,2007-01-01
"83",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-10-19,"Type.found_it","engeladus","<p>A great place, it was very interesting.<br />
We spend a lot of time in the mine, to see everything.</p>
<p>Thanks for the cache.<br />
engeladus</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"84",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-10-16,"Type.found_it","KDubs","<p>This one has been on my list for a while now. Picked a great day to go since all of the leaves were changing color. Spent a bit of time walking around the mine and exploring. Really cool area - thanks for putting a cache here since I would have never known about it.</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"85",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-08-09,"Type.found_it","Nerves","<p>I made a trip out here in April 2007 but the mine and prison weren't open. It's such a cool place though so I had to return. I really enjoyed the history and the tour of the mine. I can't believe what awful conditions the prisoners lived in. It was so dark and dank and WET. Ugh. I'd have a really hard time living under those conditions. </p>
<p>Interestingly, you got a life sentence here for attempted rape but only just over a year for attempted murder. Times have changed. I also learned that not only could you be branded with an &quot;A&quot; for adultery but also a &quot;B&quot; to your forehead for burglary and a &quot;C&quot; for...heck, I can't remember. Point is, the Puritans wanted you embarassed for the rest of your life.</p>
<p>Thanks for a great earthcache!</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"86",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-08-09,"Type.found_it","AuntieWeasel","<p>Really, really enjoyed touring the prison and the mine. I was amazed how wet the mine was! Wear a hat. And boots. The walls run with water, the ceiling drips with it. It hasn't rained much lately, so that has to be just the way it is (where does all that water come from? It's not below the water table). Gave it a deeply creepy ambience. I can't believe human beings could sleep down that hole for years and not die of pneumonia.</p>
<p>I'll log this and upload my photo now. If I get the question wrong, let me know and I'll biff this log. Meanwhile, thank you very much for a MOST enjoyable earthcache!</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"87",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-08-07,"Type.found_it","The Haywood Hornet","<p>I arrived last night just as it was closing for the day and the staff going home. I found a B&amp;B and stayed the night near by so I could come back today and look at the mine. Some problems taking the photo with the sun in the west.</p>
<p>[This entry was edited by The Haywood Hornet on Saturday, August 16, 2008 at 7:52:34 AM.]</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"88",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-07-25,"Type.found_it","Negatyve","<p>great area to explore while out doing some mid-day caching with skippermark.</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"89",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-07-20,"Type.found_it","KestrelAerie","<p>Visiting Hartford, CT, for the American Institute of Aeronautics and Astronautics Propulsion Conference. This is my 4th cache in CT  Enjoyed the prison and mine tour immensely.</p>
<p>Unfortunately I left my camera transfer cable at home this trip so I will not be able to upload my photo until I return home on 7/24.  I will send and e-mail with my answer as soon as I post this log.</p>
<p>TFTH.</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"90",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-07-16,"Type.found_it","gelfling6","<p>I know the task, needs to be of you next to the plaque, but I think I found something a little more interesting, from the other direction..  Over the wall, west of the plaque, I was looking for a standard cache. (serves me right for not reading the page.), but instead of finding a cache, I found... this!  A corn snake hiding within a cavity in the wall.. He looked at me, I looked at him, (or her, not sure. Didn't get close enough to even bother trying!) So, i went away, still looking, before giving up, and walking down to the trail to find Wide-Glide's cache. When I saw the head peeking over the stone, at me, I had to get a close-up..  Smile!  Err. That is a smile, right? (2nd picture)</p>
<p>[This entry was edited by gelfling6 on Wednesday, July 16, 2008 at 5:08:57 PM.]</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"91",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-07-13,"Type.found_it","Pat and Al","<p>Enjoyed the introductory video as well as the guidance from the expert staff. Toured the tunnels over 30 years ago, but got much more out this visit. TFTC. </p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"92",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-07-13,"Type.found_it","wallio","<p>We really had a great time here, the people working there were very knowledgeable and pleasant to talk with. will send photo and answer to the question as soon as my other computer is repaired. wallio</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"93",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-06-28,"Type.found_it","D3&InwoodTurtle","<p>Wow what an awesome bit of history!  Thanks for helping us get to this cool historial site.</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"94",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-06-21,"Type.found_it","midgetracer","<p>Really cool to bring my son here since I was here at his age TFTC !!!</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"95",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-05-16,"Type.found_it","Firefighter Skippy","<p>A quiet morning here. No breakouts or riots from the inmates. Oh wait ..... no one is here. Nice view though.</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"96",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-05-11,"Type.found_it","happyhelpr","<p>Interesting place. We will be back again! TFTC</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"97",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-05-11,"Type.found_it","wuster2","<p>We love this place! TFTC</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"98",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-05-11,"Type.found_it","allagash2","<p>A great day to stop at the Newgate Prison! TFTC</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
"99",56,"2008-09","Confirmed"," ","2008-09"," ","Connecticut","Hartford","09003","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Hartford-Connecticut",2008-01-01,2008,57,"GC14EX8","Old Newgate Mine",41.96233,-72.74548,2008-05-10,"Type.found_it","Tuckerman6288","<p>I've lived in Ct all my life and I do not recall doing the tour of the prison and today I knew it was not open as well.  Maybe next time I'm in the area.</p>","Old Newgate Mine","https://www.geocaching.com/geocache/GC14EX8_old-newgate-mine","United States",184,8,2008-01-01,NA,2008-01-01
